lead_time,no_of_special_requests,avg_price_per_room,market_segment_type,arrival_month,arrival_date,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
179,0,85.3007355504406,4.0,9,26,2,1,1.804413302643622,0.0,Canceled
36,0,209.1089572586189,4.0,6,11,1,2,0.0,5.0,Canceled
11,0,95.0,4.0,4,11,0,1,0.0,0.0,Canceled
216,0,170.0243553986792,3.487813481807599,8,18,1,2,0.512186518192401,2.439067409037995,Canceled
273,0,94.99949337420189,3.0101325159621064,5,13,1,1,0.0,0.010132515962106625,Canceled
57,0,116.1,4.0,5,16,2,0,3.0,0.0,Canceled
20,0,105.3971451523469,4.0,9,25,2,0,0.0,0.0,Canceled
110,0,134.9369834810059,4.0,5,4,1,0,0.0,0.8754695627219019,Canceled
118,0,156.54559856241653,4.0,7,5,5,3,0.0,3.0,Canceled
72,1,76.5,4.0,7,7,4,1,0.0,0.0,Canceled
155,0,126.60282709361891,4.0,9,16,3,1,0.7075545390026041,0.0,Canceled
150,0,97.72965242084176,4.0,7,6,5,2,3.0,0.0,Canceled
0,0,140.9771346466556,4.0,3,19,1,0,0.0,0.0,Canceled
251,1,99.42372640685291,4.0,9,10,2,1,0.0,0.0,Canceled
63,0,177.3,4.0,5,16,2,0,0.0,5.0,Canceled
30,0,74.92697233664474,3.011610121360137,9,15,2,1,0.0,0.0,Canceled
38,0,74.90267294262789,4.0,3,4,2,0,1.4094062270930388,0.0,Canceled
27,0,69.66665611955196,4.0,2,8,4,3,0.0,0.0,Canceled
161,1,145.94245497512324,4.0,8,13,2,1,0.0,2.673688323094402,Canceled
198,0,93.38836885260969,3.5089320503464214,8,9,2,0,0.0,0.0,Canceled
203,0,90.0,3.4008243647894223,5,29,1,2,0.0,0.0,Canceled
177,0,105.90271287569773,4.0,7,30,1,0,0.0,0.0,Canceled
184,1,164.25,4.0,8,17,1,0,1.0,0.0,Canceled
17,0,102.09980130702641,4.0,5,30,2,1,0.0,2.8326710234213603,Canceled
153,0,98.18447399157296,3.5895053841754256,8,21,4,1,0.0,0.0,Canceled
1,0,89.0,4.0,6,6,1,0,1.033505565427385,0.0,Canceled
96,0,120.56149922905261,3.374332819368407,6,14,2,0,0.0,0.0,Canceled
309,0,101.0,3.9104110895781163,5,13,2,1,1.0,0.0,Canceled
192,1,130.9143286685586,4.0,8,7,2,1,0.72600939952741,0.0,Canceled
86,0,117.02763027974164,4.0,7,3,3,0,0.0,0.0,Canceled
24,0,123.03304747687059,4.0,5,29,2,1,0.0,0.0,Canceled
115,0,131.8345304130942,4.0,9,14,4,2,0.0,2.482811570104642,Canceled
16,0,156.84100822320985,4.0,5,10,1,0,0.0,3.0,Canceled
67,0,113.70352406800836,4.0,4,13,2,0,1.156556975391053,1.843443024608947,Canceled
39,1,164.82616284573268,4.0,8,24,3,1,0.6796751311406348,0.0,Canceled
247,0,113.59512147732973,3.6487803693324303,6,6,1,1,1.0,0.0,Canceled
35,0,125.1,4.0,3,23,3,0,2.058361879548705,0.9416381204512948,Canceled
21,0,197.50000406470525,4.0,5,12,1,0,0.0,3.4210483529418525,Canceled
13,0,127.0,4.0,4,23,1,0,0.0,0.646629855313636,Canceled
87,0,76.5,4.0,5,6,2,0,1.7410357654229847,0.0,Canceled
276,0,83.63816496273607,4.0,10,21,3,1,2.435476061841246,0.0,Canceled
133,1,74.7788226551355,4.0,12,22,3,1,2.975085476630011,0.0,Canceled
29,0,92.26825238416751,4.0,8,30,2,0,3.0,0.0,Canceled
328,1,71.12630502071393,4.0,11,27,2,0,3.0,0.0,Canceled
170,0,92.71057812347877,4.0,8,4,3,2,3.0,0.0,Canceled
208,0,71.65362504098674,4.0,10,28,1,1,0.0,0.1403235197678261,Canceled
101,0,141.5267429160073,4.0,9,19,2,0,0.0,3.0,Canceled
68,0,76.86175325902423,4.0,5,12,0,1,0.0,0.0,Canceled
131,0,198.9,4.0,5,27,3,0,0.0,5.0,Canceled
272,0,94.49059305730536,3.783702988760975,8,14,3,1,0.0,0.0,Canceled
36,0,159.3,4.0,3,25,1,0,0.0,3.0,Canceled
57,0,124.3582839848225,4.0,9,6,2,0,0.0,3.0,Canceled
114,0,98.84899990510259,4.0,5,1,1,1,0.19462964720322462,0.0,Canceled
160,0,114.37740453168213,4.0,6,22,1,1,0.0,1.8389320247680812,Canceled
212,0,109.66,4.0,8,13,5,2,0.0,3.0,Canceled
104,0,150.3,4.0,8,25,2,0,0.0,3.0,Canceled
49,0,192.87364725006464,4.0,8,19,2,0,0.956563928561169,3.086872142877662,Canceled
250,0,74.08148024575638,4.0,10,29,1,2,1.0277963136543584,0.0,Canceled
84,0,161.98327307334162,4.0,8,19,1,1,0.0,3.0,Canceled
15,0,139.0,4.0,8,15,2,0,3.0,0.0,Canceled
194,0,73.46700093583571,3.500494895076614,6,10,1,1,0.0,0.0,Canceled
144,1,107.34892029413543,4.0,9,27,4,1,0.0,3.0,Canceled
301,1,159.89067603440904,4.0,11,26,4,1,0.8498463558161248,2.6996927116322498,Canceled
140,0,123.58127513710404,4.0,5,20,1,1,0.0,3.0,Canceled
56,0,96.03512062545775,4.0,10,5,1,0,2.0292671878814645,0.0,Canceled
84,0,72.81298341944705,4.0,4,3,2,2,3.0,0.0,Canceled
166,2,103.51282212857359,4.0,8,30,1,1,1.9857531904737789,0.0,Canceled
257,0,80.52486964591526,4.0,8,3,2,0,0.0,0.0,Canceled
15,0,87.43609987907799,4.0,2,10,3,1,2.4360998790779815,0.0,Canceled
0,0,131.6236740386513,4.0,4,24,0,0,0.0,0.0,Canceled
198,0,90.91050258651165,4.0,9,17,3,0,0.0,0.0,Canceled
30,0,186.57200915935468,4.0,10,2,8,3,0.0,5.0,Canceled
59,0,138.22394547666312,4.0,6,25,1,0,0.0,3.0,Canceled
100,0,143.21860960030443,4.0,7,21,3,0,0.0,3.0,Canceled
203,0,126.98269237578869,4.0,8,9,1,2,0.0,0.4352230304667861,Canceled
229,0,88.5551310237168,4.0,9,23,2,1,0.0,0.25267962773934904,Canceled
186,0,105.3,4.0,7,18,2,0,0.0,2.018425182513261,Canceled
35,0,125.93318265308386,4.0,6,9,1,0,1.6113622448602198,0.0,Canceled
2,0,79.0,4.0,2,5,4,1,3.0,0.0,Canceled
26,0,75.63091244901497,4.0,12,21,2,1,0.5665312152374833,0.0,Canceled
29,0,73.51461764158894,4.0,2,2,3,0,3.0,0.0,Canceled
47,0,67.5,4.0,3,4,1,1,3.0,0.0,Canceled
133,1,73.61723418386758,4.0,12,24,3,1,1.6085108045501038,0.0,Canceled
128,0,131.89468997997832,4.0,9,9,4,1,0.0,2.3244832999638643,Canceled
3,0,212.2143863119723,4.0,3,21,3,0,0.0,5.0,Canceled
58,0,138.69061157866213,4.0,6,26,3,1,0.0,3.0,Canceled
107,0,78.98910488987819,3.9497868785424273,11,10,1,1,2.849360635627282,0.0,Canceled
33,0,111.71217060505408,4.0,6,27,2,1,0.0,0.0,Canceled
3,0,83.26726569599708,2.0,8,17,1,0,0.0,0.0,Canceled
69,0,77.09295836209942,3.830583325114451,7,11,0,1,0.0,0.0,Canceled
73,0,169.5053095031045,4.0,6,9,2,2,0.0,4.289101072839043,Canceled
12,0,112.02019351492596,4.0,5,29,1,1,0.0,2.155338411815413,Canceled
37,0,88.0,4.0,11,7,2,0,3.0,0.0,Canceled
18,0,159.05014402307182,3.94985597692819,9,23,1,0,0.0,0.0,Canceled
154,0,113.21135243830258,4.0,8,20,2,2,0.0,1.8101736019969656,Canceled
168,0,105.3,4.0,8,4,1,0,0.0,0.0,Canceled
146,1,74.48568293785897,4.0,11,28,2,0,0.8544011227486525,0.0,Canceled
46,0,125.25884220239733,4.0,8,9,2,0,2.735262996004431,0.0,Canceled
255,0,93.29144567244606,4.0,9,4,3,1,0.7472148194498334,0.0,Canceled
349,0,90.0,3.0639231641919387,10,4,5,1,0.0,0.0,Canceled
120,0,102.87259360336137,4.0,4,28,3,1,0.0,2.144062348304862,Canceled
62,0,98.05086156036818,4.0,10,4,1,0,1.4181026006136181,0.0,Canceled
212,0,88.65278686927599,4.0,11,28,4,2,0.0,0.0,Canceled
382,1,82.1332273186387,4.0,11,23,1,1,0.31294561734835846,0.6870543826516415,Canceled
101,1,124.00995536184277,4.0,11,21,4,2,0.0,1.2775140011712511,Canceled
177,0,67.91185050433009,4.0,8,15,1,0,1.502265824222958,0.0,Canceled
305,0,89.0,3.510439093772394,11,4,2,1,0.0,0.0,Canceled
32,0,85.2719473002414,3.5438946004827874,3,15,1,1,0.0,0.0,Canceled
8,0,167.96028965073575,4.0,3,22,2,0,0.0,3.0,Canceled
63,1,167.65764656588146,4.0,4,9,3,1,0.0,4.511419844984785,Canceled
69,1,79.70496194357229,4.0,10,28,3,0,3.0,0.0,Canceled
70,0,87.44934140999062,4.0,4,2,1,1,0.0,0.0,Canceled
84,1,147.56499118061328,4.0,10,6,2,2,0.0,3.0,Canceled
172,0,161.75787782265735,4.0,9,25,1,1,0.0,4.365487679254082,Canceled
120,0,129.3599041725384,4.0,8,14,3,1,0.0,0.17784876108267467,Canceled
52,0,139.656926678222,4.0,7,3,1,1,0.0,3.0,Canceled
58,1,139.5,4.0,10,19,3,0,0.0,3.0,Canceled
192,0,121.5,4.0,8,9,2,0,0.0,0.0,Canceled
58,0,114.37231783182031,4.0,6,19,1,1,1.0803531464670115,1.9196468535329885,Canceled
127,0,130.14011154594556,4.0,8,7,1,1,0.0,0.0,Canceled
46,1,111.60931036307527,4.0,3,17,2,0,0.0,3.0,Canceled
126,0,87.5082220601085,4.0,7,25,1,1,1.6065776480867986,0.0,Canceled
59,0,116.7221393238987,4.0,6,1,1,0,2.3087340845569884,0.0,Canceled
179,0,137.7,4.0,8,22,1,0,0.0,3.0,Canceled
41,0,43.28121841472424,4.0,6,9,1,0,1.584175265676374,0.0,Canceled
93,1,72.25,4.0,11,26,2,0,0.0,0.0,Canceled
187,1,113.24830867505122,4.0,8,15,3,0,0.8063912885009327,2.1936087114990674,Canceled
35,0,140.40351409902854,4.0,3,25,1,0,0.0,2.9960954455238604,Canceled
50,0,99.45,4.0,4,11,3,1,0.0,0.0,Canceled
216,0,167.5579538748482,4.0,8,7,4,2,0.0,5.0,Canceled
78,0,158.93066241916043,4.0,4,13,2,0,0.0,3.434514800987729,Canceled
4,0,130.50905683097312,4.0,8,17,1,1,0.0,0.0,Canceled
13,1,139.95162493218555,4.0,9,28,1,0,0.0,0.0,Canceled
61,0,116.06830488388476,4.0,4,24,2,0,0.0,0.0,Canceled
33,0,198.76571946727117,4.0,4,28,2,1,0.0,5.0,Canceled
87,0,105.3,4.0,4,9,1,0,0.0,2.3581148074776137,Canceled
144,0,177.65279579058233,4.0,5,26,1,1,0.027957905823376428,4.860210470883118,Canceled
58,0,125.2285063651256,4.0,9,8,1,0,2.571645449581306,0.42835455041869397,Canceled
174,0,112.52482980429107,4.0,8,30,4,0,0.0,0.0,Canceled
137,1,79.25835000040858,4.0,10,11,1,0,2.6633653822581813,0.0,Canceled
210,0,73.16612908075874,4.0,6,30,1,0,1.2806162301823059,1.0,Canceled
18,0,136.65707679784583,4.0,4,9,1,1,0.0,3.0,Canceled
84,1,121.82200095084681,4.0,10,21,3,2,0.0,3.0,Canceled
140,1,72.15605794809103,3.0221040122138736,4,8,2,1,0.0,0.0,Canceled
89,0,117.27293437291948,4.0,6,15,2,0,1.6967395856450116,1.3032604143549884,Canceled
58,0,220.8487229714177,4.0,11,27,3,0,0.0,3.3008971015464326,Canceled
106,0,77.24293965761822,3.534033251813863,11,10,1,1,1.60209975544159,0.0,Canceled
3,0,139.32096283457756,4.0,4,22,2,0,0.0,0.0,Canceled
164,0,94.5,4.0,7,9,2,0,3.0,0.0,Canceled
167,0,123.27293841449783,4.0,7,25,3,0,0.0,3.0,Canceled
2,0,139.0,4.0,7,8,1,0,3.0,0.0,Canceled
18,0,140.6082528247145,4.0,5,7,5,2,0.0,3.0,Canceled
205,0,90.95,4.0,7,23,3,1,0.0,0.0,Canceled
87,0,97.7344088175264,4.0,5,9,3,0,0.0,0.04208416814896898,Canceled
207,0,77.37765125348926,3.950946427412206,5,20,5,2,0.0,0.0,Canceled
23,0,123.70922453656414,4.0,7,28,2,1,0.0,0.0,Canceled
216,1,96.3,4.0,8,7,1,0,0.0,0.0,Canceled
87,1,89.05940978020169,4.0,3,22,4,0,0.0,0.7562959786868998,Canceled
29,0,68.88495218896205,4.0,2,12,1,1,0.0,0.0,Canceled
34,1,93.10505661825903,4.0,10,2,3,0,0.0,0.0,Canceled
156,0,114.75,4.0,6,24,4,2,0.0,0.0,Canceled
18,0,89.36299525654168,4.0,3,7,0,0,2.4555071151874763,0.0,Canceled
45,1,125.18668530461599,4.0,7,2,0,2,2.266643369230014,0.0,Canceled
18,0,156.0,4.0,5,12,1,0,0.0,3.0,Canceled
84,0,90.40506795155073,4.0,11,24,3,0,0.0,0.0,Canceled
30,0,66.29,4.0,12,3,10,4,3.0,0.0,Canceled
74,0,90.9,4.0,4,7,1,0,0.0,0.0,Canceled
238,0,112.5634157215467,3.1211385738489015,6,15,1,0,0.8788614261510985,0.36341572154670443,Canceled
144,1,76.47412799335375,3.99391246902441,6,4,1,1,0.0,0.0,Canceled
38,0,150.3,4.0,4,1,1,1,0.0,1.5235861128479815,Canceled
123,1,156.6191256452411,4.0,11,25,3,1,0.0,4.9966138607639765,Canceled
57,0,12.0,3.0,2,20,4,1,0.0,2.779861075274556,Canceled
68,0,111.09525728625361,4.0,11,21,1,0,0.0,0.9251837758954382,Canceled
35,0,67.94330910110578,4.0,2,13,1,0,3.0,0.0,Canceled
17,1,141.5939962787339,4.0,8,27,4,2,0.0,3.0,Canceled
159,1,130.49306317526555,4.0,7,6,1,1,0.0,0.046245498229617765,Canceled
73,0,127.06482556751308,4.0,5,7,1,0,0.0,0.5494185583769324,Canceled
60,1,122.48857775545606,4.0,9,3,1,0,0.0,3.0,Canceled
158,0,146.7,4.0,7,7,1,0,0.0,3.0,Canceled
103,1,108.40739551152673,4.0,10,9,0,0,2.321007480788776,0.0,Canceled
43,0,86.68439882738748,4.0,1,15,3,0,0.0,2.405739413125417,Canceled
261,1,96.0411905671806,4.0,8,24,2,0,0.0,0.575132072931989,Canceled
85,0,105.11111270062578,4.0,4,25,4,2,0.0,0.0,Canceled
279,0,95.1824947349795,4.0,8,12,0,0,0.0,0.8277816777929673,Canceled
115,0,96.07019542666288,3.237769210357831,7,6,1,1,0.713307631073492,2.286692368926508,Canceled
92,1,177.33293442016273,4.0,8,27,3,0,0.0,3.019780432530166,Canceled
308,1,80.455421669929,4.0,11,23,3,0,0.0,0.0,Canceled
151,1,121.26325042586276,4.0,8,4,4,1,0.0,0.8878109030146236,Canceled
151,0,99.19473214659278,4.0,8,19,3,2,0.0,0.7551910385878666,Canceled
11,0,150.78233412393405,4.0,8,8,2,0,0.0,0.0,Canceled
33,0,135.5309232988796,4.0,7,8,2,0,0.0,0.41008522346710885,Canceled
128,0,89.25,4.0,5,15,2,1,3.0,0.0,Canceled
99,0,90.57513035335568,3.210800743906688,3,22,2,0,0.0,0.0,Canceled
4,0,146.53022430618088,4.0,7,24,3,1,0.0,3.0,Canceled
179,0,113.7243840676806,4.0,7,22,0,1,0.0,0.31978662906633204,Canceled
247,0,90.95,4.0,10,25,3,0,0.0,0.0,Canceled
188,0,130.0,3.6696889946031535,6,15,2,0,0.0,0.0,Canceled
124,0,134.14008924569433,4.0,10,9,0,1,0.0,3.0,Canceled
56,1,204.43512508518796,4.0,4,27,4,0,1.0,4.301104718432743,Canceled
218,0,93.42607464211049,4.0,9,6,2,1,2.362130431142061,0.0,Canceled
83,0,98.38637146128445,4.0,3,24,3,1,0.0,3.0,Canceled
99,0,150.5448757418202,4.0,8,22,3,0,0.0,3.0,Canceled
71,0,76.77023692692885,3.911687278781422,6,22,4,2,0.0,0.0,Canceled
198,0,128.7,4.0,9,29,1,1,0.0,3.0,Canceled
21,0,190.64169321655405,4.0,4,15,1,2,0.0,5.559334167471109,Canceled
4,0,254.43950060033376,4.0,4,24,2,1,0.7802496998331205,4.5604993996662415,Canceled
182,0,111.9676139002374,3.0647721995252017,7,2,4,1,0.0,0.0,Canceled
160,0,71.18212389976188,3.7388274373511794,7,22,4,2,0.0,0.0,Canceled
3,0,163.71866692760165,4.0,6,13,1,0,0.7884713741365863,0.6345858775902411,Canceled
9,1,92.21312902112628,4.0,2,7,2,0,0.0,0.0,Canceled
252,0,105.94404935008252,4.0,10,15,1,2,0.0,0.0,Canceled
39,0,74.16644516267638,3.7737304152415647,10,15,4,1,2.3211912457246946,0.0,Canceled
3,0,139.6896354131623,4.0,7,5,1,0,2.3787068349889076,0.0,Canceled
79,0,88.516486675932,4.0,8,17,1,0,0.0,0.0,Canceled
119,0,143.5181182880053,4.0,8,4,2,1,0.0,3.0,Canceled
72,1,78.48552676834069,4.0,3,16,4,0,0.0,0.0,Canceled
41,0,192.0028510201453,4.0,4,19,2,0,0.0,6.0,Canceled
103,0,76.5,4.0,4,20,1,0,2.777482109145233,0.0,Canceled
124,0,104.39295454300357,4.0,10,25,2,0,0.0,3.0,Canceled
205,0,84.42924534845451,3.655593951244839,6,20,3,0,0.0,0.6555939512448392,Canceled
213,0,122.17392679661606,4.0,8,25,4,0,0.5420965091983188,0.0,Canceled
133,0,119.20056671818426,4.0,6,27,2,1,0.0,3.0,Canceled
76,0,115.92408487565649,3.6801543193754482,6,16,2,0,3.0,0.0,Canceled
173,0,84.1785377641901,4.0,8,8,3,0,0.5798556958658176,0.0,Canceled
277,0,89.2903562562673,4.0,11,7,4,0,0.04961834786962982,0.0,Canceled
18,0,111.5604236945715,4.0,6,13,0,0,0.0,0.0,Canceled
60,0,143.9364886314363,4.0,5,7,1,0,0.0,3.0,Canceled
66,0,117.7854497609293,4.0,4,8,2,0,1.1272780434118888,1.8727219565881112,Canceled
57,0,78.2698701598251,4.0,3,11,2,1,0.0,0.0,Canceled
49,0,196.18977882036987,4.0,6,6,2,0,0.0,5.0,Canceled
58,0,125.96089401785629,4.0,11,11,1,2,0.13035327381238027,2.8696467261876197,Canceled
120,0,84.75031051530446,4.0,3,27,2,2,0.6043394449373815,0.0,Canceled
36,0,159.00614718072845,4.0,6,4,1,0,0.40812891565493103,2.591871084345069,Canceled
104,0,118.8,4.0,8,3,3,0,0.964056917445676,2.035943082554324,Canceled
277,0,80.0,3.010435191762193,9,5,5,2,0.0,0.0,Canceled
34,0,85.00636694627549,4.0,6,1,1,0,3.0,0.0,Canceled
23,0,106.76143787318682,4.0,9,26,1,1,1.5490194565149797,0.0,Canceled
62,0,106.37034012068011,4.0,6,18,2,2,0.0,0.0,Canceled
162,1,116.24689116271816,4.0,6,26,0,1,0.0,3.0,Canceled
14,1,130.76595796990617,4.0,8,28,2,0,0.0,0.0,Canceled
100,1,91.538516387393,4.0,9,4,2,1,2.9590673865172232,0.0,Canceled
246,0,61.537051882749616,4.0,11,27,3,2,1.27592445090346,0.0,Canceled
29,0,126.54366489053916,4.0,6,21,1,0,0.0,1.1877836982028094,Canceled
33,0,111.78546671258219,4.0,6,27,2,0,0.0,0.0,Canceled
22,0,169.87000970190792,4.0,6,1,2,1,0.0,2.68442016042052,Canceled
195,1,111.62015632897966,4.0,8,25,5,2,0.0,0.0,Canceled
1,0,206.21206030858843,4.0,8,11,1,0,0.0,4.191959794274373,Canceled
175,0,143.0126844842456,4.0,8,14,3,0,0.0,0.048508619863559255,Canceled
37,0,125.55,4.0,10,3,3,0,0.0,3.0,Canceled
9,0,215.07594697090497,4.0,5,12,3,1,0.0,5.0,Canceled
261,0,65.49302107091162,3.998796386090982,7,26,4,2,0.0,0.0,Canceled
150,0,120.74606817254208,4.0,7,6,4,0,0.0,1.848295686448064,Canceled
34,0,99.76551912270494,4.0,8,26,0,1,3.0,0.0,Canceled
50,0,101.1404056225141,4.0,3,27,2,1,0.5756626491542859,0.0,Canceled
156,0,96.21630574912793,4.0,8,2,2,0,1.9598146974982311,0.0,Canceled
116,1,85.26848593969687,4.0,11,13,4,0,0.0,0.0,Canceled
173,0,137.7,4.0,8,22,0,1,0.0,0.940216684423669,Canceled
191,1,153.04423269846683,4.0,8,14,2,1,0.8505680978579809,2.551704293573943,Canceled
84,0,119.95451498305952,4.0,5,14,3,0,0.0,3.0,Canceled
192,0,94.41544128868185,4.0,8,4,2,0,1.9852954641821876,1.0147045358178124,Canceled
97,1,76.19432073200478,4.0,10,27,1,2,3.0,0.0,Canceled
119,0,93.5939291799391,4.0,4,6,2,0,2.234306349244304,0.0,Canceled
155,1,148.33188569045032,4.0,11,29,2,1,0.0,4.55375124181708,Canceled
59,0,148.01802548541286,4.0,11,16,2,1,0.0,4.842632686116204,Canceled
165,0,114.3,4.0,7,8,0,2,0.0,0.0,Canceled
65,0,69.1830568842643,4.0,7,9,2,0,0.0,0.0,Canceled
48,0,197.9920699271899,4.0,6,18,2,0,0.0,5.217729034247025,Canceled
276,1,148.16533185047314,4.0,10,25,3,2,0.7432583986584507,3.5134832026830987,Canceled
21,0,91.0,4.0,2,7,0,1,0.0,0.0,Canceled
206,1,104.33364717104013,4.0,8,5,3,0,0.0,1.8167108216817907,Canceled
4,0,167.6204449411849,3.3597457478943498,9,17,6,3,0.0,1.2805085042113005,Canceled
102,0,104.81780159387942,4.0,5,26,2,1,0.0,1.9287936244822799,Canceled
215,0,168.3,4.0,7,26,1,0,0.0,5.0,Canceled
160,1,132.31486206753505,4.0,8,29,3,2,0.0,3.0,Canceled
40,0,135.9,4.0,8,19,4,1,0.0,0.0,Canceled
232,0,137.802972202304,4.0,9,5,2,0,0.28940513070441265,2.131784607886762,Canceled
112,0,85.0,4.0,12,3,3,0,0.0,0.0,Canceled
59,0,82.45,4.0,3,11,2,1,0.0,3.0,Canceled
93,0,96.3,4.0,4,18,2,0,0.0,0.0,Canceled
213,0,108.91585177906558,4.0,9,5,2,0,0.0,0.0,Canceled
108,0,74.95891111408652,4.0,7,18,6,3,0.0,0.0,Canceled
228,0,70.09109517502695,4.0,10,26,2,0,0.35602533160514493,0.0,Canceled
113,0,117.15432466359984,4.0,5,12,4,2,0.0,0.0,Canceled
179,1,76.5,4.0,8,5,1,0,0.0,0.7786013587005565,Canceled
323,0,69.37823211008383,3.2487071559664678,6,18,3,0,0.7461214678994036,0.0,Canceled
49,1,124.49072443702045,4.0,9,2,1,1,0.0,2.034547753767204,Canceled
118,0,156.22815176073354,4.0,8,7,5,3,0.29341764485197297,2.706582355148027,Canceled
221,0,86.94649622962437,4.0,9,2,1,0,1.8428030163005003,0.0,Canceled
7,0,150.5582083746773,4.0,7,2,1,0,0.6626874379840602,0.0,Canceled
78,1,85.5,4.0,4,11,2,0,3.0,0.0,Canceled
112,0,105.3,4.0,6,17,2,0,0.0,0.17857859061546744,Canceled
159,0,114.3,4.0,8,4,1,1,0.0,0.0,Canceled
87,0,90.84141479285964,4.0,10,30,0,1,0.0,0.0,Canceled
63,0,121.1441207839759,4.0,7,27,3,0,0.0,3.0,Canceled
8,0,94.43422250810197,3.811407502700656,3,5,1,0,0.0,0.5657774918980314,Canceled
4,0,156.32917140374136,4.0,4,6,1,0,0.0,3.0,Canceled
5,0,132.2556791950601,4.0,7,2,1,0,3.0,0.0,Canceled
171,0,161.44010587768543,4.0,9,24,1,1,0.0,4.1889477098252375,Canceled
15,0,222.8366298758301,4.0,4,23,1,1,0.0,5.0,Canceled
211,0,77.96614131669908,3.0349058590731093,5,20,3,1,0.0,0.0,Canceled
24,0,78.55003019060034,4.0,9,19,2,1,1.3750754765008408,0.0,Canceled
177,2,128.4890050041989,4.0,8,10,3,0,0.0,1.1635352990575407,Canceled
130,0,101.7242764742995,4.0,7,20,11,5,2.696770522884772,0.0,Canceled
160,0,94.5,4.0,7,24,2,0,3.0,0.0,Canceled
197,0,89.61784544375463,4.0,8,8,1,1,0.25476970416358213,0.0,Canceled
61,0,152.1,4.0,8,21,0,1,0.0,0.0,Canceled
64,0,73.87009003950733,4.0,2,12,2,1,0.5327330699511679,0.0,Canceled
156,1,115.14175471636695,4.0,7,13,2,2,0.0,0.0,Canceled
202,1,104.82556868834652,4.0,8,9,2,0,0.790718852755803,0.0,Canceled
235,0,121.69546873164781,4.0,9,28,3,0,0.0,0.0,Canceled
104,0,107.36567126468702,4.0,9,16,1,1,2.2951902940966917,0.0,Canceled
177,2,127.4687502473607,4.0,8,9,2,0,0.0,0.0,Canceled
193,0,108.9,4.0,9,1,2,0,0.0,0.0,Canceled
106,0,129.63254697112663,4.0,5,7,1,1,0.0,0.0,Canceled
6,0,132.63869909488318,4.0,4,2,2,0,1.0839027153504823,1.9160972846495177,Canceled
147,0,128.31408579117348,4.0,7,20,3,0,0.0,0.0,Canceled
21,0,192.88762795292226,4.0,4,13,1,1,0.0,5.574238385069695,Canceled
5,0,166.14543751887888,4.0,10,6,2,2,0.0,0.0,Canceled
43,0,135.21245027314095,4.0,3,26,3,2,0.0,3.0,Canceled
62,0,125.1,4.0,8,13,1,0,3.0,0.0,Canceled
39,0,117.9,4.0,7,2,1,2,0.0,0.0,Canceled
64,0,90.45219916365123,4.0,9,7,2,0,1.6566452041638886,0.0,Canceled
8,0,156.0,4.0,7,13,2,0,0.0,1.327016257132751,Canceled
58,0,177.75525323760002,4.0,4,23,3,1,0.0,5.0,Canceled
55,0,120.78616123375576,4.0,4,29,1,0,0.0,0.0,Canceled
230,0,137.0,4.0,9,6,5,0,0.47076022166770226,0.0,Canceled
23,1,139.0,4.0,8,21,0,1,3.0,0.0,Canceled
227,0,120.25213093786653,4.0,9,27,5,2,0.0,2.4620261502032115,Canceled
38,0,117.9,4.0,7,3,0,1,0.0,0.0,Canceled
86,0,73.93451077084956,4.0,4,2,1,2,3.0,0.0,Canceled
36,0,149.54774486674197,4.0,4,2,0,2,0.0,0.0,Canceled
200,0,90.95,4.0,8,29,3,1,0.0,0.0,Canceled
251,0,96.08632329736938,4.0,9,3,1,0,0.0,0.0,Canceled
10,0,145.0,4.0,9,8,1,0,0.0,0.0,Canceled
250,1,100.22828589896847,4.0,9,8,2,1,0.0,0.0,Canceled
202,2,128.3409197402041,4.0,9,5,3,0,0.0,0.0,Canceled
105,0,97.13612203686212,4.0,3,23,3,0,0.0,0.0,Canceled
177,1,127.50580632907285,4.0,7,22,2,1,0.09063967327503197,0.0,Canceled
98,0,128.6529553786625,4.0,7,2,2,0,0.0,0.0,Canceled
99,0,89.04557280891233,4.0,11,25,3,1,2.754888121193314,0.0,Canceled
94,0,84.94584856159555,3.135378596011101,9,21,2,0,0.0,0.0,Canceled
45,0,98.7867237080075,4.0,3,23,1,0,0.0,0.0,Canceled
72,0,134.56951829340812,4.0,8,17,2,0,0.0,1.1087347554932305,Canceled
184,1,81.32238720215764,4.0,9,26,4,0,3.0,0.0,Canceled
183,1,112.0,3.859643910565396,8,9,3,0,0.0,0.0,Canceled
96,0,102.19589938233939,4.0,8,16,3,0,0.0,2.8219096524187295,Canceled
48,0,68.407670508239,4.0,2,19,1,1,3.0,0.0,Canceled
45,0,96.27388471425918,4.0,10,22,2,0,0.0,0.0,Canceled
48,0,145.57224178843504,4.0,10,8,2,0,0.24032288074483066,0.0,Canceled
163,0,115.0,3.0,10,15,0,1,0.0,0.0,Canceled
159,0,119.85,4.0,5,26,2,0,0.0,0.0,Canceled
50,0,99.91350798108037,4.0,5,29,3,0,1.7253377008180846,0.0,Canceled
40,0,135.9,4.0,8,23,0,2,0.0,0.0,Canceled
124,1,141.52181605967175,4.0,8,30,2,0,0.0,1.4703577083803459,Canceled
53,1,122.44905845267142,4.0,5,18,3,2,0.0,3.0,Canceled
78,1,85.68616690939366,4.0,7,15,4,0,0.0,0.0,Canceled
128,0,132.3,4.0,10,10,4,0,0.0,3.0,Canceled
